Année de l'inscription;Composante (code);Composante (lib.);Etape (code);Etape (lib.);Version d'étape (code);Version d'étape (lib. web);Etape - Cursus LMD (code);Etape - Cursus LMD (lib.);Niveau dans le diplôme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH105;L3 GEOGRAPHIE;101;LICENCE GEOGRAPHIE 3A;L;Licence;03;LICENCE GEOGRAPHIE 3A (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH201;L1 HISTOIRE;101;LICENCE HISTOIRE 1A - REIMS;L;Licence;01;LICENCE HISTOIRE 1A - REIMS (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH203;L2 HISTOIRE;101;LICENCE HISTOIRE 2A - REIMS;L;Licence;02;LICENCE HISTOIRE 2A - REIMS (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH205;L3 HISTOIRE;101;LICENCE HISTOIRE ENSEIGNEMENT ET RECHERCHE 3A - REIMS;L;Licence;03;LICENCE HISTOIRE ENSEIGNEMENT ET RECHERCHE 3A - REIMS (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH205;L3 HISTOIRE;102;LICENCE HISTOIRE HISTOIRE DE L'ART ET PATRIMOINE 3A - REIMS;L;Licence;03;LICENCE HISTOIRE HISTOIRE DE L'ART ET PATRIMOINE 3A - REIMS (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH205;L3 HISTOIRE;103;LICENCE HISTOIRE HISTOIRE ETUDES INTERNATIONALES ET GEOPOLITIQUE 3A - REIMS;L;Licence;03;LICENCE HISTOIRE HISTOIRE ETUDES INTERNATIONALES ET GEOPOLITIQUE 3A - REIMS (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH301;L1 PSYCHOLOGIE;101;LICENCE PSYCHOLOGIE 1A;L;Licence;01;LICENCE PSYCHOLOGIE 1A (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH303;L2 PSYCHOLOGIE;101;LICENCE PSYCHOLOGIE 2A;L;Licence;02;LICENCE PSYCHOLOGIE 2A (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3LH305;L3 PSYCHOLOGIE;101;LICENCE PSYCHOLOGIE 3A;L;Licence;03;LICENCE PSYCHOLOGIE 3A (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA111;M1 LETTRES;101;MASTER LETTRES RECHERCHE 1ERE ANNEE;M;Master;01;MASTER LETTRES RECHERCHE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA111;M1 LETTRES;102;MASTER LETTRES METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE;M;Master;01;MASTER LETTRES METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA113;M2 LETTRES;101;MASTER LETTRES RECHERCHE 2EME ANNEE;M;Master;02;MASTER LETTRES RECHERCHE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA113;M2 LETTRES;102;MASTER LETTRES METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE;M;Master;02;MASTER LETTRES METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA121;M1 ANGLAIS;101;MASTER ANGLAIS RECHERCHE 1ERE ANNEE;M;Master;01;MASTER ANGLAIS RECHERCHE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA121;M1 ANGLAIS;102;MASTER ANGLAIS METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE;M;Master;01;MASTER ANGLAIS METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA123;M2 ANGLAIS;101;MASTER ANGLAIS RECHERCHE 2EME ANNEE;M;Master;02;MASTER ANGLAIS RECHERCHE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA123;M2 ANGLAIS;102;MASTER ANGLAIS METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE;M;Master;02;MASTER ANGLAIS METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA131;M1 ESPAGNOL;101;MASTER ESPAGNOL RECHERCHE 1ERE ANNEE;M;Master;01;MASTER ESPAGNOL RECHERCHE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA131;M1 ESPAGNOL;102;MASTER ESPAGNOL METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE;M;Master;01;MASTER ESPAGNOL METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA133;M2 ESPAGNOL;101;MASTER ESPAGNOL RECHERCHE 2EME ANNEE;M;Master;02;MASTER ESPAGNOL RECHERCHE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA133;M2 ESPAGNOL;102;MASTER ESPAGNOL METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE;M;Master;02;MASTER ESPAGNOL METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA141;M1 PHILOSOPHIE;101;MASTER PHILOSOPHIE 1ERE ANNEE;M;Master;01;MASTER PHILOSOPHIE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA143;M2 PHILOSOPHIE;101;MASTER PHILOSOPHIE 2EME ANNEE;M;Master;02;MASTER PHILOSOPHIE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA151;M1 GEST MULTILINGUE INFO;101;MASTER GESTION MULTILINGUE DE L'INFORMATION 1ERE ANNEE;M;Master;01;MASTER GESTION MULTILINGUE DE L'INFORMATION 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA153;M2 GEST MULTILINGUE INFO;101;MASTER GESTION MULTILINGUE DE L'INFORMATION 2EME ANNEE;M;Master;02;MASTER GESTION MULTILINGUE DE L'INFORMATION 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA341;M1 MUSIQUE ET MUSICOLOGIE;101;MASTER MUSIQUE ET MUSICOLOGIE 1ERE ANNEE;M;Master;01;MASTER MUSIQUE ET MUSICOLOGIE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MA343;M2 MUSIQUE ET MUSICOLOGIE;101;MASTER MUSIQUE ET MUSICOLOGIE 2EME ANNEE;M;Master;02;MASTER MUSIQUE ET MUSICOLOGIE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH113;M2 PSYCHO PERTURB COGNIT;101;MASTER PSYCHOLOGIE PERTURBATIONS COGNITIVES 2EME ANNEE;M;Master;02;MASTER PSYCHOLOGIE PERTURBATIONS COGNITIVES 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH123;M2 INSERT RISQUES PSYCHO;101;MASTER INSERTION ET RISQUES PSYCHOSOCIAUX 2EME ANNEE;M;Master;02;MASTER INSERTION ET RISQUES PSYCHOSOCIAUX 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH1Z1;M1 PSYCHOLOGIE;101;MASTER PSYCHOLOGIE 1ERE ANNEE;M;Master;01;MASTER PSYCHOLOGIE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH211;M1 URBA DURA ET ENVI;101;MASTER URBANISME DURABLE ET ENVIRONNEMENT 1ERE ANNEE - REIMS;M;Master;01;MASTER URBANISME DURABLE ET ENVIRONNEMENT 1ERE ANNEE - REIMS (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH213;M2 URBA DURA ET ENVI;101;MASTER URBANISME DURABLE ET ENVIRONNEMENT 2EME ANNEE - REIMS;M;Master;02;MASTER URBANISME DURABLE ET ENVIRONNEMENT 2EME ANNEE - REIMS (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH311;M1 HISTOIRE HISTOIRE ART;101;MASTER HISTOIRE ET HISTOIRE DE L'ART RECHERCHE 1ERE ANNEE;M;Master;01;MASTER HISTOIRE ET HISTOIRE DE L'ART RECHERCHE 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH311;M1 HISTOIRE HISTOIRE ART;102;MASTER HISTOIRE ET HISTOIRE DE L'ART METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE;M;Master;01;MASTER HISTOIRE ET HISTOIRE DE L'ART METIERS ENSEIGNEMENT ET FORMATION 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH313;M2 HISTOIRE HISTOIRE ART;101;MASTET HISTOIRE HISTOIRE ART RECHERCHE 2EME ANNEE;M;Master;02;MASTET HISTOIRE HISTOIRE ART RECHERCHE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH313;M2 HISTOIRE HISTOIRE ART;102;MASTER HISTOIRE HISTOIRE ART METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE;M;Master;02;MASTER HISTOIRE HISTOIRE ART METIERS ENSEIGNEMENT ET FORMATION 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;915;LETTRES;3MH321;M1 GEOPOLITIQUE;101;MASTER HISTOIRE ,SOCIETE, GEOPOLITIQUE STANDARD 1ERE ANNEE;M;Master;01;MASTER HISTOIRE ,SOCIETE, GEOPOLITIQUE STANDARD 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
